interpro_acc	interpro_desc	hit_rows	unique_proteins
IPR013715	Domain of unknown function DUF1746	1	1
IPR013721	STAG	1	1
IPR013740	Redoxin	1	1
IPR013745	TORC2 component Bit61/PRR5	1	1
IPR013752	Ketopantoate reductase, C-terminal domain	1	1
IPR013830	SGNH hydrolase-type esterase domain	1	1
IPR013846	mRNA capping enzyme, C-terminal	1	1
IPR013883	Transcription factor Iwr1 domain	1	1
IPR013915	Prp19, coiled-coil region	1	1
IPR013927	Transcription factor Opi1/Ccg-8	1	1
IPR013929	RPAP1, C-terminal	1	1
IPR013934	U3 small nucleolar RNA-associated protein 13, C-terminal	1	1
IPR013968	Polyketide synthase-like, ketoreductase domain	1	1
IPR014006	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	1	1
IPR014029	NADH:ubiquinone oxidoreductase, 49kDa subunit, conserved site	1	1
IPR014048	Methylated-DNA-[protein]-cysteine S-methyltransferase, DNA binding	1	1
IPR014052	DNA primase, small subunit, eukaryotic/archaeal	1	1
IPR014186	S-formylglutathione hydrolase	1	1
IPR014349	Rieske iron-sulphur protein	1	1
IPR014362	Glutamate dehydrogenase	1	1
IPR014401	Small ribosomal subunit protein eS6-like	1	1
IPR014445	Glutamine-dependent NAD(+) synthetase	1	1
IPR014711	DNA topoisomerase I, catalytic core, alpha-helical subdomain, eukaryotic-type	1	1
IPR014717	Translation elongation factor EF1B/small ribosomal subunit protein bS6	1	1
IPR014777	Tetrapyrrole methylase, subdomain 1	1	1
IPR014807	Cytochrome c oxidase assembly factor 1	1	1
IPR014813	Guanine nucleotide-binding protein-like 3, N-terminal domain	1	1
IPR014848	Reduced growth phenotype protein 1	1	1
IPR014854	Non-structural maintenance of chromosome element 4, C-terminal	1	1
IPR014898	Zinc finger, C2H2, LYAR-type	1	1
IPR014908	Nucleoporin, Nup133/Nup155-like, N-terminal	1	1
IPR015063	USP8 dimerisation domain	1	1
IPR015088	Zinc finger, DNA-directed DNA polymerase, family B, alpha	1	1
IPR015158	Bud22 domain	1	1
IPR015168	SsuA/THI5-like	1	1
IPR015172	MIF4G-like, type 1	1	1
IPR015174	MIF4G-like, type 2	1	1
IPR015342	Peroxisomal ATPase PEX1, N-terminal C-lobe	1	1
IPR015348	Clathrin, heavy chain, linker, core motif	1	1
IPR015376	Zinc ribbon, NADH pyrophosphatase	1	1
IPR015399	Domain of unknown function DUF1977, DnaJ-like	1	1
IPR015659	Proline oxidase family	1	1
IPR015672	The Golgi pH regulator/GPCR-type G protein	1	1
IPR015699	DNA-directed RNA pol I, largest subunit, N-terminal domain	1	1
IPR015793	Pyruvate kinase, barrel	1	1
IPR015795	Pyruvate kinase, C-terminal	1	1
IPR015803	Cysteine-tRNA ligase	1	1
IPR015806	Pyruvate kinase, insert domain superfamily	1	1
IPR015815	3-hydroxyisobutyrate dehydrogenase-related	1	1
IPR015911	Phosphoglycerate kinase, conserved site	1	1
IPR015920	Cellobiose dehydrogenase-like, cytochrome domain	1	1
IPR015926	Cytolysin/lectin	1	1
IPR015972	Large ribosomal subunit protein eL19, domain 1	1	1
IPR015994	Phosphoenolpyruvate carboxykinase (ATP), conserved site	1	1
IPR016031	Tryptophan RNA-binding attenuator protein-like domain superfamily	1	1
IPR016049	RNA polymerase Rpc34-like	1	1
IPR016088	Chalcone isomerase, 3-layer sandwich	1	1
IPR016167	FAD-binding, type PCMH, subdomain 1	1	1
IPR016177	DNA-binding domain superfamily	1	1
IPR016210	NAD-dependent glutamate dehydrogenase, eukaryotes	1	1
IPR016270	CDP-alcohol phosphatidyltransferase class-II family	1	1
IPR016295	Proteasome subunit beta 4	1	1
IPR016341	Clathrin, heavy chain	1	1
IPR016438	ATP-dependent RNA helicase SKI2-like	1	1
IPR016443	RNA 3'-terminal phosphate cyclase type 2	1	1
IPR016467	DNA recombination and repair protein, RecA-like	1	1
IPR016482	Protein transport protein SecG/Sec61-beta/Sbh	1	1
IPR016488	NADH dehydrogenase [ubiquinone] (complex I), alpha subcomplex, subunit 6	1	1
IPR016534	Vacuolar protein sorting-associated protein 16	1	1
IPR016540	Uncharacterised conserved protein UCP008459	1	1
IPR016543	Mitochondria fission 1 protein	1	1
IPR016555	Phospholipase D, eukaryotic type	1	1
IPR016580	HUS1	1	1
IPR016643	26S proteasome regulatory complex, non-ATPase subcomplex, Rpn1 subunit	1	1
IPR016650	Eukaryotic translation initiation factor 3 subunit E	1	1
IPR016819	Ribonuclease P/MRP protein subunit Pop5	1	1
IPR016849	Histone acetyltransferase Rtt109	1	1
IPR016899	mRNA cap guanine-N7 methyltransferase, eukaryotes	1	1
IPR017046	Prenylcysteine oxidase 1	1	1
IPR017072	Transcription elongation factor Spt6	1	1
IPR017073	Hepatocyte growth factor-regulated tyrosine kinase substrate/VPS27	1	1
IPR017107	Adaptor protein complex AP-1, gamma subunit	1	1
IPR017261	DNA mismatch repair protein MutS/MSH	1	1
IPR017276	Synthesis of cytochrome c oxidase, Sco1/Sco2	1	1
IPR017380	Histone acetyltransferase type B, catalytic subunit	1	1
IPR017437	ATP-NAD kinase, PpnK-type, C-terminal	1	1
IPR017459	Glycosyl transferase family 3, N-terminal domain	1	1
IPR017597	Pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit, subgroup y	1	1
IPR017751	Glycerol-3-phosphate dehydrogenase, NAD-dependent, eukaryotic	1	1
IPR017856	Integrase-like, N-terminal	1	1
IPR017860	Peptidase M22, conserved site	1	1
IPR017898	Vacuolar protein sorting-associated, VPS28, N-terminal	1	1
IPR017899	Vacuolar protein sorting-associated, VPS28, C-terminal	1	1
IPR017953	Carbohydrate kinase, predicted, conserved site	1	1
IPR018038	Large ribosomal subunit protein uL30, conserved site	1	1
IPR018047	Ammonium transporter, conserved site	1	1
IPR018067	Protein phosphatase 2A regulatory subunit PR55, conserved site	1	1
IPR018074	Ubiquitin-activating enzyme E1, conserved site	1	1
IPR018083	Sterol reductase, conserved site	1	1
IPR018087	Glycoside hydrolase, family 5, conserved site	1	1
IPR018109	Folylpolyglutamate synthetase, conserved site	1	1
IPR018117	DNA methylase, C-5 cytosine-specific, active site	1	1
IPR018124	Calreticulin/calnexin, conserved site	1	1
IPR018192	Small ribosomal subunit protein uS5, N-terminal, conserved site	1	1
IPR018201	Beta-ketoacyl synthase, active site	1	1
IPR018204	Tryptophan synthase, alpha chain, active site	1	1
IPR018209	Pyruvate kinase, active site	1	1
IPR018215	ClpP, Ser active site	1	1
IPR018220	Adenylosuccinate synthase, GTP-binding site	1	1
IPR018228	Deoxyribonuclease, TatD-related, conserved site	1	1
IPR018244	Allergen V5/Tpx-1-related, conserved site	1	1
IPR018260	Large ribosomal subunit protein uL22, conserved site	1	1
IPR018262	Large ribosomal subunit protein eL27, conserved site	1	1
IPR018268	Small ribosomal subunit protein uS10, conserved site	1	1
IPR018269	Small ribosomal subunit protein uS13, conserved site	1	1
IPR018277	Small ribosomal subunit protein eS19, conserved site	1	1
IPR018283	Small ribosomal subunit protein eS8, conserved site	1	1
IPR018300	Aminotransferase, class IV, conserved site	1	1
IPR018301	Aromatic amino acid hydroxylase, iron/copper binding site	1	1
IPR018369	Chaperonin GroES, conserved site	1	1
IPR018394	Cryptochrome/DNA photolyase class 1, conserved site, C-terminal	1	1
IPR018456	PTR2 family proton/oligopeptide symporter, conserved site	1	1
IPR018494	Oxysterol-binding protein, conserved site	1	1
IPR018574	Structure-specific endonuclease subunit Slx4	1	1
IPR018593	tRNA-splicing endonuclease subunit Sen15	1	1
IPR018610	UV-stimulated scaffold protein A	1	1
IPR018796	Cytochrome c oxidase assembly factor 8	1	1
IPR018838	5'-3' DNA helicase ZGRF1-like, N-terminal domain	1	1
IPR018849	Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal	1	1
IPR018939	Autophagy-related protein 27	1	1
IPR018996	Man1/Src1-like, C-terminal	1	1
IPR019007	Wbp11/ELF5/Saf1, N-terminal domain	1	1
IPR019009	Signal recognition particle receptor, beta subunit	1	1
IPR019012	RNA cap guanine-N2 methyltransferase	1	1
IPR019034	Uncharacterised protein family UPF0390	1	1
IPR019145	Mediator complex, subunit Med10	1	1
IPR019151	Proteasome assembly chaperone 2	1	1
IPR019153	DDRGK domain containing protein	1	1
IPR019166	MICOS complex subunit MIC26/MIC27	1	1
IPR019175	Prp31 C-terminal	1	1
IPR019183	N-alpha-acetyltransferase 25, NatB auxiliary subunit	1	1
IPR019188	snRNA-activating protein complex subunit 1	1	1
IPR019191	Essential protein Yae1, N-terminal	1	1
IPR019329	NADH:ubiquinone oxidoreductase, ESSS subunit	1	1
IPR019342	NADH:ubiquinone oxidoreductase, iron-sulphur subunit 5	1	1
IPR019380	Casein kinase substrate, phosphoprotein PP28	1	1
IPR019404	Mediator complex, subunit Med11	1	1
IPR019434	Domain of unknown function DUF2423	1	1
IPR019441	FMP27/BLTP2/Hobbit, GFWDK motif-containing RBG unit	1	1
IPR019449	FMP27, WPPW motif-containing RBG unit	1	1
IPR019455	Acetolactate synthase, small subunit, C-terminal	1	1
IPR019467	Histone acetyl transferase HAT1 N-terminal	1	1
IPR019473	Transcription factor TFIID, subunit 8, C-terminal	1	1
IPR019495	Exosome complex component CSL4, C-terminal	1	1
IPR019496	FMR1-interacting protein 1, conserved domain	1	1
IPR019499	Valyl-tRNA synthetase, tRNA-binding arm	1	1
IPR019539	Galactokinase, N-terminal domain	1	1
IPR019542	Enhancer of polycomb-like, N-terminal	1	1
IPR019544	Tetratricopeptide, SHNi-TPR domain	1	1
IPR019561	Translocon Sec61/SecY, plug domain	1	1
IPR019580	Pre-mRNA-processing-splicing factor 8, U6-snRNA-binding	1	1
IPR019582	RNA recognition motif, spliceosomal PrP8	1	1
IPR019721	NADH-ubiquinone oxidoreductase, 21kDa subunit, N-terminal	1	1
IPR019741	Galactokinase, conserved site	1	1
IPR019758	Peptidase S26A, signal peptidase I, conserved site	1	1
IPR019760	DNA-directed DNA polymerase, family A, conserved site	1	1
IPR019761	DNA-directed RNA polymerase M, 15kDa subunit, conserved site	1	1
IPR019771	F-actin capping protein, beta subunit, conserved site	1	1
IPR019773	Tyrosine 3-monooxygenase-like	1	1
IPR019783	Ribosome maturation protein SDO1/SBDS, N-terminal	1	1
IPR019793	Peroxidases heam-ligand binding site	1	1
IPR019809	Histone H4, conserved site	1	1
IPR019823	Large-conductance mechanosensitive channel, conserved site	1	1
IPR019830	Malate synthase, conserved site	1	1
IPR019926	Large ribosomal subunit protein uL3, conserved site	1	1
IPR020067	Frizzled domain	1	1
IPR020084	NUDIX hydrolase, conserved site	1	1
IPR020396	NADH:ubiquinone oxidoreductase, 30kDa subunit, conserved site	1	1
IPR020550	Inositol monophosphatase, conserved site	1	1
IPR020554	Uncharacterised protein family UPF0021, conserved site	1	1
IPR020559	Phosphoribosylglycinamide synthetase, conserved site	1	1
IPR020583	Inositol monophosphatase, metal-binding site	1	1
IPR020596	Ribosomal RNA adenine methylase transferase, conserved site	1	1
IPR020612	Methylthiotransferase, conserved site	1	1
IPR020628	Formate-tetrahydrofolate ligase, FTHFS, conserved site	1	1
IPR020635	Tyrosine-protein kinase, catalytic domain	1	1
IPR020781	ATPase, OSCP/delta subunit, conserved site	1	1
IPR020785	Large ribosomal subunit protein uL11, conserved site	1	1
IPR020796	Origin recognition complex, subunit 5	1	1
IPR020821	ENPP1-3/EXOG-like, endonuclease/phosphodiesterase domain	1	1
IPR020825	Phenylalanyl-tRNA synthetase-like, B3/B4	1	1
IPR020925	Large ribosomal subunit protein eL15, conserved site	1	1
IPR020940	Thymidylate synthase, active site	1	1
IPR021122	RNA ligase domain, REL/Rln2	1	1
IPR021138	Large ribosomal subunit protein eL20, eukaryota	1	1
IPR021157	Cytochrome c1, transmembrane anchor, C-terminal	1	1
IPR021569	TUG ubiquitin-like domain	1	1
IPR021644	Chromatin assembly factor 1 p150 subunit, acidic region	1	1
IPR021713	Folliculin	1	1
IPR021740	Velvet factor	1	1
IPR021843	Proteasome activator complex subunit 4, C-terminal domain	1	1
IPR021846	NFACT protein, C-terminal	1	1
IPR022030	Splicing factor 3A subunit 1, conserved domain	1	1
IPR022043	Chromatin assembly factor 1 subunit A, dimerization domain	1	1
IPR022100	WDHD1/CFT4, second beta-propeller	1	1
IPR022157	Dynein associated protein	1	1
IPR022164	Kinesin-like	1	1
IPR022185	Protein of unknown function DUF3712	1	1
IPR022192	ATP-dependent RNA helicase SUV3, C-terminal domain	1	1
IPR022233	TRAPPC10/Trs130, C-terminal	1	1
IPR022238	18S rRNA (guanine(1575)-N(7))-methyltransferase Bud23, C-terminal	1	1
IPR022412	Quinolinate phosphoribosyl transferase, N-terminal	1	1
IPR022581	Spt5 transcription elongation factor, N-terminal	1	1
IPR022629	S-adenosylmethionine synthetase, central domain	1	1
IPR022630	S-adenosylmethionine synthetase, C-terminal	1	1
IPR022631	S-adenosylmethionine synthetase, conserved site	1	1
IPR022644	Orn/DAP/Arg decarboxylase 2, N-terminal	1	1
IPR022653	Orn/DAP/Arg decarboxylase 2, pyridoxal-phosphate binding site	1	1
IPR022657	Orn/DAP/Arg decarboxylase 2, conserved site	1	1
IPR022672	Hexokinase, N-terminal	1	1
IPR022880	DNA polymerase IV	1	1
IPR022955	GMP synthase	1	1
IPR022966	Ribonuclease II/R, conserved site	1	1
IPR023000	Shikimate kinase, conserved site	1	1
IPR023013	N-acetyl-gamma-glutamyl-phosphate reductase, active site	1	1
IPR023035	Small ribosomal subunit protein uS9, bacteria/plastid	1	1
IPR023152	Ras GTPase-activating protein, conserved site	1	1
IPR023165	rRNA adenine dimethylase-like, C-terminal	1	1
IPR023193	3-phosphoshikimate 1-carboxyvinyltransferase, conserved site	1	1
IPR023194	Eukaryotic translation initiation factor 3-like domain superfamily	1	1
IPR023319	Tex-like protein, HTH domain superfamily	1	1
IPR023321	PINIT domain	1	1
IPR023323	Tex-like domain superfamily	1	1
IPR023379	BART domain	1	1
IPR023426	Flap endonuclease 1	1	1
IPR023563	Large ribosomal subunit protein uL13, conserved site	1	1
IPR023566	Peptidyl-prolyl cis-trans isomerase Fpr3/Fpr4-like	1	1
IPR023573	Large ribosomal subunit protein eL20 domain	1	1
IPR023576	UbiE/COQ5 methyltransferase, conserved site	1	1
IPR023636	Urocanase conserved site	1	1
IPR023638	Large ribosomal subunit protein eL19, conserved site	1	1
IPR023672	Large ribosomal subunit protein uL2, archaea/eukaryota	1	1
IPR024088	Tyrosine-tRNA ligase, bacterial-type	1	1
IPR024109	Tryptophan-tRNA ligase, bacterial-type	1	1
IPR024111	PEX5/PEX5L	1	1
IPR024129	Sphingomyelin phosphodiesterase 4	1	1
IPR024134	Superoxide dismutase (Cu/Zn) / superoxide dismutase copper chaperone	1	1
IPR024185	5-formyltetrahydrofolate cyclo-ligase-like domain superfamily	1	1
IPR024324	Condensin complex subunit 1, N-terminal	1	1
IPR024338	Stretch-activated cation channel MID1/Yam8	1	1
IPR024382	Vacuolar sorting protein Vps3844, C-terminal domain	1	1
IPR024388	Large ribosomal subunit protein mL58	1	1
IPR024512	Small subunit of serine palmitoyltransferase-like	1	1
IPR024557	CCR4-NOT transcription complex subunit 1, domain 4	1	1
IPR024576	Ribosomal RNA methyltransferase Spb1, domain of unknown function DUF3381	1	1
IPR024586	DnaJ-like protein C11, C-terminal	1	1
IPR024604	Serine/threonine-protein kinase haspin, C-terminal	1	1
IPR024621	Inner membrane mitoribosome receptor Mba1, mitochondrial	1	1
IPR024624	Pyridoxamine 5'-phosphate oxidase, Alr4036 family, FMN-binding domain	1	1
IPR024626	Kri1-like, C-terminal	1	1
IPR024637	CTD kinase subunit gamma Ctk3, C-terminal	1	1
IPR024638	CTD kinase subunit gamma Ctk3, N-terminal	1	1
IPR024645	Mitochondrial export protein Som1	1	1
IPR024647	DNA polymerase alpha catalytic subunit, N-terminal domain	1	1
IPR024706	Peroxiredoxin, AhpC-type	1	1
IPR024728	DNA polymerase type-Y, HhH motif	1	1
IPR024729	Ubiquitin carboxyl-terminal hydrolase 7, ICP0-binding domain	1	1
IPR024752	Myb/SANT-like domain	1	1
IPR024761	Transcription factor IIIC, 90kDa subunit, N-terminal	1	1
IPR024763	Vacuolar protein sorting protein 11, C-terminal	1	1
IPR024826	DNA polymerase delta/II small subunit family	1	1
IPR024864	Nucleoporin Nup54/Nup57/Nup44	1	1
IPR024928	E3 ubiquitin-protein ligase, SMURF1 type	1	1
IPR024929	Nucleolar GTP-binding protein 2, circularly permuted GTPase motif	1	1
IPR024931	Importin subunit alpha	1	1
IPR024943	Enhancer of polycomb protein	1	1
IPR025160	AATF leucine zipper-containing domain	1	1
IPR025224	Cell cycle and apoptosis regulator protein	1	1
IPR025256	TM7S3/TM198-like domain	1	1
IPR025332	Protein of unknown function DUF4238	1	1
IPR025461	ABA DEFICIENT 4-like	1	1
IPR025607	Large ribosomal subunit protein uL18, C-terminal, eukaryotes	1	1
IPR025712	Nucleoporin Nup54, alpha-helical domain	1	1
IPR025715	Chromatin target of PRMT1 protein, C-terminal	1	1
IPR025742	Cleavage stimulation factor subunit 2, hinge domain	1	1
IPR025761	FFD box	1	1
IPR025762	DFDF domain	1	1
IPR025768	TFG box	1	1
IPR025792	tRNA (guanine(37)-N(1))-methyltransferase, eukaryotic	1	1
IPR025816	RrmJ-type ribose 2-O-methyltransferase domain	1	1
IPR025829	Zinc knuckle CX2CX3GHX4C	1	1
IPR025969	Abscisic acid G-protein coupled receptor-like domain	1	1
IPR025974	Mif2/CENP-C cupin domain	1	1
IPR025986	RNA-polymerase II-associated protein 3-like, C-terminal domain	1	1
IPR026003	HEAT repeat associated with sister chromatid cohesion protein	1	1
IPR026060	Associate of Myc 1	1	1
IPR026188	Lebercilin-like	1	1
IPR026508	Transmembrane protein 164	1	1
IPR026570	Coiled-coil domain-containing protein 86	1	1
IPR026610	3'-RNA ribose 2'-O-methyltransferase, Hen1	1	1
IPR026708	Centrosome and spindle pole associated protein 1	1	1
IPR026720	Cilia- and flagella-associated protein 91	1	1
IPR026756	Nucleolar and spindle-associated protein 1	1	1
IPR026797	HAUS augmin-like complex subunit 6	1	1
IPR026846	E3 SUMO-protein ligase Nse2 (Mms21)	1	1
IPR026847	Vacuolar protein sorting-associated protein 13	1	1
IPR026854	Vacuolar protein sorting-associated protein 13, N-terminal domain	1	1
IPR026872	Protein farnesyltransferase subunit beta	1	1
IPR026894	DNAJ-containing protein, X-domain	1	1
IPR026907	Cyclin-D1-binding protein 1-like	1	1
IPR026947	Ubinuclein middle domain	1	1
IPR027113	Transcription factor NFYB/HAP3	1	1
IPR027156	AP-2 complex subunit sigma	1	1
IPR027159	Nuclear cap-binding protein subunit 1	1	1
IPR027271	Acetolactate synthase/Transcription factor NikR, C-terminal	1	1
IPR027310	Profilin conserved site	1	1
IPR027328	Microtubule-associated protein RP/EB	1	1
IPR027329	TPX2, C-terminal	1	1
IPR027363	Methylthioribose-1-phosphate isomerase, N-terminal	1	1
IPR027388	Ku70, bridge and pillars domain superfamily	1	1
IPR027473	L-asparaginase, C-terminal	1	1
IPR027474	L-asparaginase, N-terminal	1	1
IPR027498	Small ribosomal subunit protein uS2, eukaryota	1	1
IPR027500	Small ribosomal subunit protein eS1, eukaryota	1	1
IPR027539	Mitochondrial distribution and morphology protein 10	1	1
IPR027540	Ubiquinone biosynthesis protein Coq4, eukaryotic	1	1
IPR027542	Arsenical pump ATPase, ArsA/GET3, eukaryotic	1	1
IPR027786	Nse4/EID family	1	1
IPR027794	tRNase Z endonuclease	1	1
IPR027795	CASTOR, ACT domain	1	1
IPR027939	NMT1/THI5 family	1	1
IPR028021	Katanin p80 subunit, C-terminal	1	1
IPR028036	Distal membrane-arm assembly complex protein 1-like domain	1	1
IPR028061	Fis1, C-terminal tetratricopeptide repeat	1	1
IPR028235	Dynein assembly factor 3, C-terminal domain	1	1
IPR028241	RAVE subunit 2/Rogdi	1	1
IPR028261	Dihydroprymidine dehydrogenase domain II	1	1
IPR028363	DNA-directed RNA polymerase, subunit RPB6	1	1
IPR028386	Centromere protein C/Mif2/cnp3	1	1
IPR028389	Protection of telomeres protein 1	1	1
IPR028417	CAP, conserved site, C-terminal	1	1
IPR028458	Twinfilin	1	1
IPR028468	Smc1, ATP-binding cassette domain	1	1
IPR028586	Adenylate kinase 3/4, mitochondrial	1	1
IPR028589	AdoMet-dependent rRNA methyltransferase SPB1-like	1	1
IPR028599	WD repeat WDR12/Ytm1	1	1
IPR028601	Cytosolic Fe-S cluster assembly factor NUBP1/Nbp35	1	1
IPR028877	Large ribosomal subunit protein eL20	1	1
IPR028879	NADPH-dependent diflavin oxidoreductase 1	1	1
IPR028885	Adenylyltransferase and sulfurtransferase MOCS3/Uba4	1	1
IPR028933	Lebercilin domain	1	1
IPR028971	NAD-glutamate dehydrogenase, catalytic domain	1	1
IPR029003	CENP-S/Mhf1	1	1
IPR029019	Beta-hexosaminidase, eukaryotic type, N-terminal	1	1
IPR029027	Single alpha-helix domain superfamily	1	1
IPR029038	Methionyl-tRNA synthetase, Zn-domain	1	1
IPR029144	Threonine synthase, N-terminal	1	1
IPR029154	3-hydroxyisobutyrate dehydrogenase-like, NAD-binding domain	1	1
IPR029157	Centrosomal CEP44 domain	1	1
IPR029164	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y	1	1
IPR029208	Cytochrome c oxidase assembly protein COX14	1	1
IPR029358	Cilia-and flagella-associated protein 96	1	1
IPR029398	DNA polymerase beta, thumb domain	1	1
IPR029419	Argininosuccinate lyase, C-terminal	1	1
IPR029440	Dynein regulatory complex protein 1, C-terminal	1	1
IPR029489	O-GlcNAc transferase, C-terminal	1	1
IPR029525	INO80 complex, subunit Ies6	1	1
IPR029636	Protein Csf1	1	1
IPR029790	EFG1/Phd1/StuA family	1	1
IPR029903	RmlD-like substrate binding domain	1	1
IPR029982	Kaptin	1	1
IPR030373	Polyamine biosynthesis domain, conserved site	1	1
IPR030391	RNA methyltransferase TrmA, conserved site	1	1
IPR030465	Centrosomal protein of 131kDa	1	1
IPR030468	NEDD8-activating enzyme E1 catalytic subunit, N-terminal domain	1	1
IPR030475	Ribonucleotide reductase small subunit, acitve site	1	1
IPR030511	Tetratricopeptide repeat protein 26	1	1
IPR030661	SUMO-activating enzyme subunit Uba2	1	1
IPR030667	NEDD8-activating enzyme E1 regulatory subunit APP-BP1	1	1
IPR030676	Citrate carrier CitT-related	1	1
IPR030844	PAN2-PAN3 deadenylation complex subunit PAN3	1	1
IPR030869	1,4-dihydroxy-6-naphtoate synthase	1	1
IPR030878	Large ribosomal subunit protein uL15	1	1
IPR031061	High mobility group protein HMGB, plant	1	1
IPR031100	LOG family	1	1
IPR031310	Large ribosomal subunit protein uL5, N-terminal	1	1
IPR031318	OPI10 family	1	1
IPR031322	Shikimate kinase/gluconokinase	1	1
IPR031462	Cation channel sperm-associated targeting subunit tau	1	1
IPR031656	Alpha-glycerophosphate oxidase, C-terminal	1	1
IPR031658	Cyclin, C-terminal domain 2	1	1
IPR031675	Serine-threonine protein phosphatase, N-terminal	1	1
IPR031703	Lipin, middle domain	1	1
IPR031745	Vps53, C-terminal	1	1
IPR031781	SF3A2 domain	1	1
IPR031790	Nitric oxide synthase-interacting protein, zinc-finger	1	1
IPR031804	Domain of unknown function DUF4743	1	1
IPR031824	E3 ubiquitin-protein ligase RNF220, middle domain	1	1
IPR031833	Protein of unknown function DUF4748	1	1
IPR031852	Spindle pole body-associated protein Vik1/Cik1, microtubule binding domain	1	1
IPR031950	116kDa U5 small nuclear ribonucleoprotein component, N-terminal	1	1
IPR032035	Folliculin, DENN domain	1	1
IPR032053	Small ribosomal subunit protein mS34	1	1
IPR032054	DNA replication factor Cdt1, C-terminal	1	1
IPR032063	ADP-ribosylhydrolase MavL-like	1	1
IPR032106	2-oxoglutarate dehydrogenase E1 component, N-terminal domain	1	1
IPR032151	Cilia- and flagella-associated protein 61, N-terminal domain	1	1
IPR032189	DNA mismatch repair protein Mlh1, C-terminal	1	1
IPR032259	Enoyl-CoA hydratase/isomerase, HIBYL-CoA-H type	1	1
IPR032281	Small ribosomal subunit protein uS2, C-terminal domain	1	1
IPR032324	Clp1, N-terminal	1	1
IPR032368	RPN13, DEUBAD domain	1	1
IPR032374	SGTA, homodimerisation domain	1	1
IPR032410	ATP-binding cassette sub-family B member 6, N-terminal five TM domain	1	1
IPR032420	Ubiquitin-activating enzyme E1, four-helix bundle	1	1
IPR032570	Splicing factor 1, helix-hairpin domain	1	1
IPR032640	AMP-activated protein kinase, glycogen-binding domain	1	1
IPR032698	Protein SirB1, N-terminal	1	1
IPR032706	Transcription elongation factor Spt6, helix-hairpin-helix motif	1	1
IPR032755	Translin-associated factor X-interacting protein 1, N-terminal	1	1
IPR032840	CFAP91 domain	1	1
IPR032847	Pre-mRNA-processing factor 17	1	1
IPR032974	Polyprenol kinase family	1	1
IPR032979	Cytosolic endo-beta-N-acetylglucosaminidase	1	1
IPR033034	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	1	1
IPR033124	Serine carboxypeptidases, histidine active site	1	1
IPR033135	ClpP, histidine active site	1	1
IPR033181	MICOS subunit Mic26, fungi	1	1
IPR033194	Microfibrillar-associated protein 1	1	1
IPR033309	Crossover junction endonuclease Mus81	1	1
IPR033473	Atos-like, C-terminal	1	1
IPR033489	E3 ubiquitin-protein ligase RBBP6 family	1	1
IPR033494	NUDE family	1	1
IPR033524	Leu/Phe/Val dehydrogenases active site	1	1
IPR033599	RNA polymerase I transcription initiation factor TAF1B/Rrn7	1	1
IPR033603	Centrosomal protein of 44kDa	1	1
IPR033643	SH3YL1-like, SYLF domain	1	1
IPR033656	Histidyl-anticodon-binding	1	1
IPR033708	Isoleucyl tRNA synthetase type 1, anticodon-binding domain	1	1
IPR033709	Isoleucyl tRNA synthetase type 2, anticodon-binding domain	1	1
IPR033712	Pumilio, RNA binding domain	1	1
IPR033721	Prolyl-tRNA synthetase, catalytic domain	1	1
IPR033728	Threonine-tRNA ligase catalytic core domain	1	1
IPR033731	Glycyl-tRNA synthetase-like core domain	1	1
IPR033732	ATP synthase, F1 complex, alpha subunit nucleotide-binding domain	1	1
IPR033738	Asparagine synthase, N-terminal domain	1	1
IPR033812	Proteasome subunit alpha5	1	1
IPR033851	Mitochondrial intermediate peptidase	1	1
IPR033858	26S Proteasome non-ATPase regulatory subunit 7/8	1	1
IPR033859	COP9 signalosome subunit 6	1	1
IPR033867	Ribosome assembly factor Mrt4	1	1
IPR033897	SRF-like, MADS-box	1	1
IPR033904	Trans-isoprenyl diphosphate synthases, head-to-head	1	1
IPR033909	Ribonucleotide reductase small subunit	1	1
IPR033922	NAD(P) binding domain of glutamate dehydrogenase	1	1
IPR033935	Large ribosomal subunit protein eL19, eukaryotic	1	1
IPR033939	Branched-chain aminotransferase	1	1
IPR033942	Inositol monophosphatase	1	1
IPR033948	Electron transfer flavoprotein, beta subunit, N-terminal	1	1
IPR033956	Translin	1	1
IPR034004	Pol I subunit A12, C-terminal zinc ribbon	1	1
IPR034078	Transcription factor NFX1 family	1	1
IPR034098	Small nuclear ribonucleoprotein G	1	1
IPR034100	Small nuclear ribonucleoprotein F	1	1
IPR034102	Small nuclear ribonucleoprotein D1	1	1
IPR034110	LSM domain containing 1, Sm domain	1	1
IPR034136	Topoisomerase 6 subunit A/Spo11, TOPRIM domain	1	1
IPR034144	DNA topoisomerase 3-like, TOPRIM domain	1	1
IPR034159	SF3B4, RNA recognition motif 2	1	1
IPR034182	Kexin/furin catalytic domain	1	1
IPR034261	CNOT4, RNA recognition motif	1	1
IPR034268	RBM25, RNA recognition motif	1	1
IPR034294	Aquaporin transporter	1	1
IPR034330	Glutathione S-transferases, class Zeta , C-terminal	1	1
IPR034333	Glutathione S-transferases, class Zeta , N-terminal	1	1
